,0
1231,1
1232,1
1233,0
1234,0
1235,1
1236,1
1237,0
1238,0
1239,0
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,1
1248,1
1249,0
1250,0
1251,0
1252,1
1253,1
1254,0
1255,1
1256,1
1257,1
1258,0
1259,0
1260,0
1261,0
1262,1
1263,1
1264,1
1265,1
1266,0
1267,0
1268,1
1269,0
1270,1
1271,1
1272,1
1273,1
1274,0
1275,1
1276,0
1277,1
1278,1
1279,0
1280,1
1281,1
1282,1
1283,1
1284,1
1285,0
1286,0
1287,0
1288,1
1289,1
1290,0
1291,1
1292,0
1293,0
1294,0
1295,0
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0
1302,1
1303,1
1304,0
1305,1
1306,0
1307,0
1308,1
1309,1
1310,0
1311,1
1312,1
1313,1
1314,0
1315,0
1316,0
1317,1
1318,0
1319,0
1320,1
1321,0
1322,0
1323,1
1324,0
1325,1
1326,0
1327,1
1328,0
1329,0
1330,1
1331,0
1332,1
1333,1
1334,1
1335,1
1336,0
1337,1
1338,1
1339,0
1340,1
1341,0
1342,0
1343,0
1344,1
1345,1
1346,0
1347,1
1348,0
1349,0
1350,1
1351,1
1352,1
1353,1
1354,0
1355,1
1356,0
1357,1
1358,0
1359,0
1360,0
1361,1
1362,0
1363,1
1364,1
1365,1
1366,1
1367,1
1368,0
1369,1
1370,1
1371,0
1372,1
1373,1
1374,1
1375,0
1376,0
1377,0
1378,0
1379,1
1380,1
1381,0
1382,1
1383,1
1384,1
1385,1
1386,0
1387,0
1388,0
1389,0
1390,1
1391,1
1392,0
1393,1
1394,1
1395,0
1396,1
1397,1
1398,0
1399,1
1400,1
1401,1
1402,0
1403,1
1404,1
1405,0
1406,1
1407,0
1408,1
1409,1
1410,0
1411,0
1412,1
1413,0
1414,1
1415,0
1416,1
1417,0
1418,1
1419,1
1420,0
1421,0
1422,0
1423,1
1424,0
1425,1
1426,1
1427,1
1428,1
1429,0
1430,0
1431,1
1432,1
1433,0
1434,0
1435,0
1436,1
1437,1
1438,1
1439,0
1440,1
1441,1
1442,0
1443,0
1444,1
1445,1
1446,0
1447,0
1448,0
1449,1
1450,0
1451,1
1452,0
1453,1
1454,0
1455,1
1456,1
1457,0
1458,0
1459,1
1460,0
1461,0
1462,1
1463,1
1464,1
1465,1
1466,0
1467,1
1468,0
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,1
1476,0
1477,1
1478,1
1479,0
1480,0
1481,0
1482,0
1483,0
1484,1
1485,1
1486,1
1487,0
1488,1
1489,0
1490,1
1491,1
1492,0
1493,1
1494,1
1495,1
1496,0
1497,1
1498,1
1499,1
1500,0
1501,0
1502,1
1503,1
1504,0
1505,0
1506,0
1507,0
1508,0
1509,1
1510,0
1511,1
1512,1
1513,0
1514,1
1515,1
1516,0
1517,1
1518,0
1519,1
1520,0
1521,0
1522,1
1523,1
1524,0
1525,0
1526,0
1527,1
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,0
1535,0
1536,1
1537,0
1538,1
1539,1
1540,1
1541,1
1542,0
1543,1
1544,0
1545,1
1546,0
1547,1
1548,1
1549,0
1550,0
1551,0
1552,1
1553,0
1554,1
1555,1
1556,0
1557,0
1558,1
1559,0
1560,0
1561,0
1562,1
1563,1
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,1
1571,1
1572,0
1573,1
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,1
1589,1
1590,1
1591,1
1592,0
1593,0
1594,0
1595,1
1596,1
1597,0
1598,1
1599,0
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,0
1607,1
1608,1
1609,0
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,0
1619,1
1620,1
1621,0
1622,0
1623,0
1624,1
1625,1
1626,0
1627,1
1628,1
1629,0
1630,0
1631,1
1632,1
1633,0
1634,1
1635,1
1636,1
1637,1
1638,1
1639,0
1640,1
1641,1
1642,1
1643,1
1644,1
1645,0
1646,1
1647,0
1648,1
1649,1
1650,0
1651,0
1652,1
1653,0
1654,0
1655,1
1656,1
1657,0
1658,0
1659,1
1660,0
1661,1
1662,0
1663,0
1664,0
1665,0
1666,0
1667,1
1668,1
1669,0
1670,0
1671,1
1672,1
1673,0
1674,0
1675,0
1676,1
1677,0
1678,0
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,1
1687,1
1688,1
1689,1
1690,0
1691,0
1692,0
1693,1
1694,0
1695,0
1696,0
1697,1
1698,1
1699,1
1700,0
1701,1
1702,1
1703,1
1704,1
1705,1
1706,0
1707,1
1708,0
1709,0
1710,1
1711,0
1712,1
1713,1
1714,0
1715,0
1716,0
1717,1
1718,0
1719,1
1720,0
1721,1
1722,0
1723,1
1724,0
1725,1
1726,0
1727,0
1728,0
1729,0
1730,1
1731,1
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,0
1739,0
1740,1
1741,0
1742,0
1743,1
1744,1
1745,1
1746,0
1747,1
1748,1
1749,0
1750,1
1751,1
1752,0
1753,1
1754,0
1755,1
1756,0
1757,0
1758,0
1759,1
1760,0
1761,0
1762,1
1763,1
1764,1
1765,1
1766,1
1767,1
1768,1
1769,0
1770,1
1771,1
1772,0
1773,0
1774,0
1775,0
1776,0
1777,1
1778,0
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,0
1788,0
1789,1
1790,0
1791,1
1792,0
1793,1
1794,0
1795,0
1796,0
1797,0
1798,1
1799,0
1800,0
1801,1
1802,1
1803,1
1804,0
1805,1
1806,1
1807,0
1808,1
1809,0
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,0
1822,1
1823,0
1824,0
1825,1
1826,0
1827,1
1828,1
1829,1
1830,0
1831,1
1832,1
1833,1
1834,0
1835,1
1836,1
1837,0
1838,1
1839,1
1840,0
1841,0
1842,1
1843,0
1844,1
1845,1
1846,1
1847,0
1848,0
1849,0
1850,1
1851,1
1852,1
1853,0
1854,1
1855,1
1856,1
1857,0
1858,0
1859,0
1860,1
1861,0
1862,1
1863,1
1864,0
1865,0
1866,0
1867,1
1868,1
1869,0
1870,1
1871,0
1872,0
1873,0
1874,1
1875,0
1876,1
1877,0
1878,0
1879,1
1880,1
1881,1
1882,0
1883,1
1884,1
1885,0
1886,1
1887,0
1888,1
1889,1
1890,1
1891,1
1892,1
1893,0
1894,1
1895,0
1896,1
1897,0
1898,1
1899,0
1900,0
1901,0
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,0
1912,0
1913,1
1914,1
1915,0
1916,1
1917,0
1918,0
1919,0
1920,0
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,0
1929,1
1930,0
1931,1
1932,1
1933,0
1934,0
1935,0
1936,0
1937,1
1938,0
1939,1
1940,1
1941,0
1942,1
1943,0
1944,1
1945,1
1946,1
1947,1
1948,1
1949,0
1950,1
1951,0
1952,1
1953,0
1954,1
1955,0
1956,0
1957,0
1958,0
1959,1
1960,1
1961,1
1962,1
1963,1
1964,0
1965,0
1966,0
1967,1
1968,1
1969,0
1970,1
1971,1
1972,1
1973,1
1974,1
1975,1
1976,0
1977,0
1978,1
1979,0
1980,0
1981,1
1982,1
1983,1
1984,1
1985,0
1986,1
1987,0
1988,1
1989,0
1990,1
1991,0
1992,0
1993,0
1994,0
1995,1
1996,0
1997,1
1998,0
1999,1
2000,1
2001,1
2002,1
2003,1
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2016,1
2017,0
2018,1
2019,1
2020,1
2021,0
2022,0
2023,0
2024,0
2025,1
2026,1
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,1
2034,1
2035,1
2036,0
2037,0
2038,1
2039,0
2040,0
2041,0
2042,1
2043,1
2044,1
2045,1
2046,0
2047,1
2048,1
2049,1
2050,1
2051,0
2052,0
2053,0
2054,1
2055,1
2056,1
2057,1
2058,0
2059,1
2060,1
2061,0
2062,0
2063,1
2064,1
2065,0
2066,1
2067,0
2068,1
2069,1
2070,1
2071,0
2072,0
2073,1
2074,1
2075,0
2076,1
2077,1
2078,0
2079,0
2080,1
2081,0
2082,0
2083,1
2084,1
2085,1
2086,1
2087,0
2088,1
2089,1
2090,0
2091,1
2092,1
2093,1
2094,1
2095,0
2096,0
2097,1
2098,1
2099,1
2100,1
2101,1
2102,0
2103,1
2104,1
2105,1
2106,1
2107,0
2108,1
2109,0
2110,0
2111,1
2112,1
2113,1
2114,0
2115,1
2116,0
2117,0
2118,1
2119,1
2120,1
2121,1
2122,0
2123,0
2124,1
2125,0
2126,0
2127,1
2128,0
2129,0
2130,0
2131,1
2132,1
2133,1
2134,0
2135,1
2136,1
2137,1
2138,1
2139,1
2140,0
2141,1
2142,1
2143,0
2144,1
2145,1
2146,1
2147,0
2148,1
2149,0
2150,1
2151,0
2152,0
2153,1
2154,1
2155,0
2156,1
2157,1
2158,1
2159,0
2160,0
2161,1
2162,1
2163,1
2164,0
2165,1
2166,0
2167,1
2168,1
2169,0
2170,1
2171,0
2172,0
2173,0
2174,0
2175,1
2176,1
2177,0
2178,0
2179,1
2180,1
2181,1
2182,0
2183,1
2184,1
2185,1
2186,0
2187,1
2188,1
2189,0
2190,0
2191,0
2192,1
2193,1
2194,1
2195,1
2196,0
2197,1
2198,0
2199,0
2200,0
2201,1
2202,1
2203,0
2204,1
2205,0
2206,0
2207,0
2208,1
2209,0
2210,0
2211,0
2212,0
2213,0
2214,1
2215,1
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2223,0
2224,1
2225,0
2226,0
2227,1
2228,1
2229,0
2230,0
2231,1
2232,0
2233,0
2234,0
2235,0
2236,0
2237,1
2238,0
2239,1
2240,0
2241,1
2242,1
2243,1
2244,0
2245,1
2246,1
2247,1
2248,1
2249,1
2250,0
2251,1
2252,0
2253,0
2254,1
2255,1
2256,1
2257,1
2258,1
2259,1
2260,0
2261,1
2262,1
2263,1
2264,1
2265,1
2266,0
2267,0
2268,0
2269,1
2270,1
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,0
2286,0
2287,0
2288,0
2289,1
2290,1
2291,1
2292,1
2293,1
2294,0
2295,1
2296,0
2297,1
2298,1
2299,1
2300,1
2301,0
2302,1
2303,0
2304,1
2305,1
2306,0
2307,0
2308,0
2309,0
2310,1
2311,0
2312,1
2313,1
2314,1
2315,0
2316,0
2317,0
2318,1
2319,0
2320,0
2321,0
2322,1
2323,1
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,1
2332,0
2333,0
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,0
2345,1
2346,0
2347,1
2348,1
2349,1
2350,0
2351,0
2352,0
2353,1
2354,0
2355,1
2356,1
2357,1
2358,0
2359,1
2360,0
2361,1
2362,0
2363,0
2364,1
2365,0
2366,1
2367,1
2368,1
2369,1
2370,1
2371,0
2372,1
2373,1
2374,0
2375,0
2376,1
2377,0
2378,1
2379,1
2380,0
2381,1
2382,0
2383,0
2384,1
2385,1
2386,0
2387,1
2388,1
2389,1
2390,1
2391,1
2392,0
2393,0
2394,0
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,0
2402,0
2403,0
2404,1
2405,1
2406,0
2407,1
2408,1
2409,1
2410,0
2411,0
2412,1
2413,0
2414,1
2415,0
2416,0
2417,1
2418,0
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,0
2426,1
2427,1
2428,1
2429,0
2430,1
2431,0
2432,0
2433,1
2434,1
2435,0
2436,1
2437,1
2438,1
2439,1
2440,1
2441,0
2442,1
2443,1
2444,0
2445,0
2446,0
2447,1
2448,0
2449,0
2450,0
2451,1
2452,0
2453,1
2454,1
2455,1
2456,0
2457,1
2458,0
2459,1
2460,0
2461,1
2462,0
2463,0
2464,1
2465,0
2466,0
2467,0
2468,1
2469,0
2470,0
2471,1
2472,1
2473,0
2474,1
2475,1
2476,1
2477,1
2478,1
2479,1
2480,0
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,0
2489,1
2490,0
2491,1
2492,1
2493,1
2494,0
2495,0
2496,1
2497,0
2498,1
2499,1
2500,1
2501,0
2502,1
2503,1
2504,1
2505,1
2506,1
2507,0
2508,0
2509,1
2510,1
2511,0
2512,0
2513,1
2514,1
2515,1
2516,0
2517,0
2518,0
2519,1
2520,1
2521,1
2522,1
2523,0
2524,0
2525,1
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,1
2533,1
2534,0
2535,1
2536,0
2537,1
2538,0
2539,1
2540,1
2541,1
2542,1
2543,1
2544,0
2545,0
2546,1
2547,1
2548,0
2549,1
2550,0
2551,1
2552,0
2553,0
2554,1
2555,1
2556,0
2557,1
2558,1
2559,1
2560,0
2561,0
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,0
2569,0
2570,1
2571,1
2572,1
2573,0
2574,0
2575,0
2576,0
2577,1
2578,1
2579,1
2580,0
2581,0
2582,0
2583,0
2584,1
2585,0
2586,1
2587,1
2588,0
2589,1
2590,0
2591,0
2592,0
2593,1
2594,1
2595,0
2596,1
2597,1
2598,0
2599,1
2600,0
2601,1
2602,1
2603,0
2604,0
2605,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,1
2612,1
2613,0
2614,0
2615,0
2616,1
2617,0
2618,1
2619,1
2620,1
2621,0
2622,0
2623,1
2624,1
2625,1
2626,1
2627,1
2628,0
2629,1
2630,1
2631,1
2632,1
2633,1
2634,1
2635,0
2636,0
2637,0
2638,1
2639,1
2640,1
2641,1
2642,1
2643,0
2644,1
2645,0
2646,0
2647,1
2648,1
2649,1
2650,1
2651,1
2652,0
2653,0
2654,1
2655,1
2656,0
2657,1
2658,1
2659,1
2660,1
2661,1
2662,0
2663,1
2664,0
2665,0
2666,0
2667,1
2668,0
2669,1
2670,0
2671,1
2672,0
2673,1
2674,0
2675,1
2676,1
2677,1
2678,1
2679,1
2680,0
2681,1
2682,1
2683,0
2684,1
2685,1
2686,0
2687,1
2688,0
2689,1
2690,1
2691,0
2692,1
2693,1
2694,0
2695,1
2696,1
2697,1
2698,0
2699,0
2700,1
2701,0
2702,0
2703,1
2704,1
2705,0
2706,0
2707,1
2708,0
2709,0
2710,0
2711,1
2712,1
2713,1
2714,1
2715,1
2716,0
2717,1
2718,0
2719,1
2720,0
2721,1
2722,1
2723,1
2724,1
2725,0
2726,0
2727,0
2728,1
2729,1
2730,0
2731,0
2732,1
2733,0
2734,0
2735,0
2736,1
2737,0
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,1
2753,0
2754,0
2755,0
2756,0
2757,1
2758,0
2759,0
2760,0
2761,1
2762,1
2763,1
2764,1
2765,1
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,0
2773,1
2774,1
2775,0
2776,0
2777,1
2778,1
2779,0
2780,0
2781,1
2782,1
2783,0
2784,1
2785,0
2786,0
2787,1
2788,1
2789,0
2790,0
2791,0
2792,1
2793,0
2794,0
2795,1
2796,1
2797,0
2798,1
2799,0
2800,1
2801,0
2802,1
2803,1
2804,1
2805,0
2806,0
2807,1
2808,1
2809,1
2810,1
2811,0
2812,0
2813,0
2814,1
2815,1
2816,0
2817,1
2818,1
2819,0
2820,0
2821,0
2822,0
2823,0
2824,1
2825,1
2826,1
2827,1
2828,0
2829,0
2830,1
2831,1
2832,0
2833,1
2834,1
2835,0
2836,0
2837,0
2838,1
2839,0
2840,1
2841,1
2842,1
2843,0
2844,1
2845,1
2846,0
2847,0
2848,1
2849,1
2850,1
2851,0
2852,0
2853,1
2854,0
2855,1
2856,1
2857,0
2858,0
2859,1
2860,1
2861,1
2862,1
2863,1
2864,0
2865,0
2866,1
2867,1
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,1
2875,1
2876,0
2877,1
2878,0
2879,1
2880,1
2881,1
2882,1
2883,1
2884,0
2885,0
2886,1
2887,1
2888,1
2889,0
2890,0
2891,0
2892,0
2893,1
2894,1
2895,1
2896,0
2897,0
2898,0
2899,1
2900,1
2901,0
2902,1
2903,0
2904,1
2905,0
2906,1
2907,1
2908,1
2909,1
2910,0
2911,1
2912,1
2913,0
2914,1
2915,1
2916,1
2917,0
2918,1
2919,0
2920,1
2921,0
2922,1
2923,1
2924,1
2925,0
2926,0
2927,1
2928,1
2929,0
2930,0
2931,1
2932,1
2933,0
2934,0
2935,1
2936,1
2937,1
2938,0
2939,1
2940,0
2941,1
2942,1
2943,1
2944,1
2945,1
2946,1
2947,0
2948,1
2949,1
2950,0
2951,0
2952,1
2953,1
2954,1
2955,0
2956,1
2957,1
2958,0
2959,0
2960,1
2961,0
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,0
2969,1
2970,1
2971,0
2972,0
2973,1
2974,0
2975,1
2976,1
2977,1
2978,0
2979,1
2980,1
2981,1
2982,0
2983,0
2984,0
2985,0
2986,0
2987,1
2988,0
2989,0
2990,1
2991,1
2992,0
2993,1
2994,0
2995,0
2996,0
2997,0
